X,Y,objectid,businessunit_name,businessunit_number,businessunit_banner_description,businessunit_type_description,businessunit_isstoreopen,facilitydetails_location_locati,facilitydetails_location_loca_1,facilitydetails_location_loca_2,facilitydetails_location_loca_3,facilitydetails_location_loca_8,businessunit_status_code,op_status,Modified_Operating_Hours_,Pharmacy_open_to_public_,Fuel_Station_open_to_public_,bu_num,Grocery_delivery_service,Grocery_delivery_status,Online_grocery_pickup,Online_grocery_pickup_status
-83.652427,41.354048,17863,"BOWLING GREEN, OH",1913,WM Supercenter,Retail,1,131 W GYPSY LANE RD,BOWLING GREEN,WOOD,OH,43402-4503,5,Open,,Y,Y,1913,No,Not Available,Yes,Not Available
-117.194853,34.1377440000001,17864,"SAN BERNARDINO, CA",1914,WM Supercenter,Retail,1,4210 EAST HIGHLAND AVENUE,HIGHLAND,SAN BERNARDINO,CA,92346-2742,5,Open,,Y,Y,1914,Yes,Available,Yes,Available
-116.384378,34.132285,17865,"YUCCA VALLEY, CA",1915,WM Supercenter,Retail,1,58501 29 PALMS HWY,YUCCA VALLEY,SAN BERNARDINO,CA,92284-5765,5,Open,,Y,Y,1915,No,Available,Yes,Available
-80.2003309999999,26.318721,17866,"COCONUT CREEK, FL",1916,WM Supercenter,Retail,1,5571 W HILLSBORO BLVD,COCONUT CREEK,BROWARD,FL,33073-4376,5,Open,,Y,Y,1916,No,Available,No,Available
-116.990309,32.8423060000001,17867,"SANTEE, CA",1917,Wal-Mart,Retail,1,170 TOWN CENTER PARKWAY,SANTEE,SAN DIEGO,CA,92071-5801,2,Open,,Y,Y,1917,No,Not Available,No,Available
-71.465317,42.116249,17868,"BELLINGHAM, MA",1918,Wal-Mart,Retail,1,250 HARTFORD AVE,BELLINGHAM,NORFOLK,MA,02019-3000,2,Open,,Y,Y,1918,No,,Yes,
-68.524603,45.3559020000001,17869,LINCOLN. ME,1919,Wal-Mart,Retail,1,250 W BROADWAY,LINCOLN,PENOBSCOT,ME,04457-4006,2,Open,,Y,Y,1919,Yes,,Yes,
-87.0513089999999,35.5989740000001,17870,COLUMBIA TN,192,WM Supercenter,Retail,1,2200 BROOKMEADE DR,COLUMBIA,MAURY,TN,38401-3994,5,Open,,Y,Y,192,No,Not Available,No,Not Available
-123.025604,44.8786190000001,17871,"SALEM (S), OR",1920,Wal-Mart,Retail,1,5250 COMMERCIAL ST SE,SALEM,POLK,OR,97306-1018,2,Open,,Y,Y,1920,No,,No,
-74.275543,39.7005120000001,17872,"MANAHAWKIN, NJ",1921,Wal-Mart,Retail,1,525 ROUTE 72 W,MANAHAWKIN,OCEAN,NJ,08050-2821,2,Open,,Y,Y,1921,No,,Yes,
-117.531484,34.1034910000001,17873,"RANCHO CUCAMONGA, CA",1922,Wal-Mart,Retail,1,12549 FOOTHILL BLVD,RANCHO CUCAMONGA,SAN BERNARDINO,CA,91739-9317,2,Open,,Y,Y,1922,No,,No,
-85.694269,43.0364190000001,17874,"COMSTOCK PARK, MI",1923,WM Supercenter,Retail,1,3999 ALPINE AVE NW,COMSTOCK PARK,KENT,MI,49321-8350,5,Open,,Y,Y,1923,Yes,Available,Yes,Available
-68.014427,46.6975780000001,17875,"PRESQUE ISLE, ME",1924,WM Supercenter,Retail,1,781 MAIN ST,PRESQUE ISLE,AROOSTOOK,ME,04769-2201,5,Open,,Y,Y,1924,Yes,,Yes,Available
-124.054416,44.656618,17876,"NEWPORT, OR",1925,WM Supercenter,Retail,1,160 NW 25TH ST,NEWPORT,LINCOLN,OR,97365-1637,5,Open,,Y,Y,1925,No,,Yes,
-76.478842,43.464386,17877,"OSWEGO, NY",1926,WM Supercenter,Retail,1,341 STATE ROUTE 104,OSWEGO,OSWEGO,NY,13126-2911,5,Open,,Y,Y,1926,No,,No,
-81.519326,41.3100170000001,17878,"MACEDONIA, OH",1927,WM Supercenter,Retail,1,8160 MACEDONIA COMMONS BLVD,MACEDONIA,SUMMIT,OH,44056-1843,5,Open,,Y,Y,1927,No,,No,
-83.764482,42.9997230000001,17879,"FLINT, MI",1928,WM Supercenter,Retail,1,4313 CORUNNA RD,FLINT,GENESEE,MI,48532-4152,5,Open,,Y,Y,1928,No,,Yes,
-92.451861,46.7033490000001,17880,"CLOQUET, MN",1929,WM Supercenter,Retail,1,1308 HIGHWAY 33 S,CLOQUET,CARLTON,MN,55720-2653,5,Open,,Y,Y,1929,No,,Yes,
-71.111047,42.8255750000001,17881,"PLAISTOW, NH",1930,Wal-Mart,Retail,1,58 PLAISTOW RD,PLAISTOW,ROCKINGHAM,NH,03865-2831,2,Open,,Y,Y,1930,No,,No,
-89.3830369999999,45.6359830000001,17882,"RHINELANDER, WI",1931,WM Supercenter,Retail,1,2121 LINCOLN ST,RHINELANDER,ONEIDA,WI,54501-3678,5,Open,,Y,Y,1931,No,,Yes,Available
-68.3929429999999,44.524755,17883,"ELLSWORTH, ME",1932,WM Supercenter,Retail,1,17 MYRICK ST,ELLSWORTH,HANCOCK,ME,04605-2553,5,Open,,Y,Y,1932,Yes,,Yes,Available
-87.908676,41.9046880000001,17884,"NORTHLAKE, IL",1933,Wal-Mart,Retail,1,137 W NORTH AVE,NORTHLAKE,COOK,IL,60164-2316,2,Open,,Y,Y,1933,Yes,Available,Yes,Available
-78.104844,36.7120430000001,17885,"SOUTH HILL, VA",1934,WM Supercenter,Retail,1,315 FURR ST,SOUTH HILL,MECKLENBURG,VA,23970-9500,5,Open,,Y,Y,1934,No,,No,Available
-78.845861,40.276644,17886,"JOHNSTOWN, PA",1935,WM Supercenter,Retail,1,150 TOWN CENTRE DR,JOHNSTOWN,CAMBRIA,PA,15904-2858,5,Open,,Y,Y,1935,Yes,Available,Yes,Available
-84.365356,46.4647210000001,17887,"SAULT STE MARIE, MI",1936,WM Supercenter,Retail,1,3763 I-75 BUSINESS SPUR,SAULT SAINTE MARIE,CHIPPEWA,MI,49783-3613,5,Open,,Y,Y,1936,No,,Yes,Available
-81.850449,40.295123,17888,"COSHOCTON, OH",1937,WM Supercenter,Retail,1,23605 AIRPORT RD,COSHOCTON,COSHOCTON,OH,43812-9262,5,Open,,Y,Y,1937,No,,No,Available
-87.7454949999999,41.7655370000001,17889,"BEDFORD PARK, IL",1938,WM Supercenter,Retail,1,7050 S CICERO AVE,BEDFORD PARK,COOK,IL,60638-6402,5,Open,,Y,Y,1938,Yes,Available,Yes,Available
-69.907606,43.9070810000001,17890,"BRUNSWICK, ME",1939,WM Supercenter,Retail,1,15 TIBBETTS DR,BRUNSWICK,CUMBERLAND,ME,04011-2680,5,Open,,Y,Y,1939,Yes,Available,Yes,Available
-94.974393,29.7763430000001,17891,BAYTOWN TX,194,WM Supercenter,Retail,1,4900 GARTH RD,BAYTOWN,HARRIS,TX,77521-2257,5,Open,,Y,Y,194,No,Not Available,No,Available
-73.701765,42.6416110000001,17892,"EAST GREENBUSH, NY",1940,WM Supercenter,Retail,1,279 TROY RD,EAST GREENBUSH,RENSSELEAR,NY,12144-9499,5,Open,,Y,Y,1940,No,Available,No,Available
-117.825945,34.1164820000001,17893,"GLENDORA, CA",1941,WM Supercenter,Retail,1,1950 AUTO CENTER DRIVE,GLENDORA,LOS ANGELES,CA,91740-6700,5,Open,,Y,Y,1941,No,Available,No,Available
-86.090953,42.8084910000001,17894,"HOLLAND, MI",1942,WM Supercenter,Retail,1,2629 N PARK DR,HOLLAND,OTTAWA,MI,49424-8503,5,Open,,Y,Y,1942,No,Available,Yes,Available
-96.677779,40.8583620000001,17895,"LINCOLN (N), NE",1943,WM Supercenter,Retail,1,4700 N 27TH ST,LINCOLN,LANCASTER,NE,68521-1190,5,Open,,Y,Y,1943,No,Not Available,Yes,Not Available
-77.066875,41.7838170000001,17897,"MANSFIELD, PA",1945,WM Supercenter,Retail,1,1169 S MAIN ST,MANSFIELD,TIOGA,PA,16933-9537,5,Open,,Y,Y,1945,No,,Yes,Available
-74.877754,44.922201,17898,"MASSENA, NY",1946,WM Supercenter,Retail,1,43 STEPHENVILLE ST,MASSENA,ST. LAWRENCE,NY,13662-2705,5,Open,,Y,Y,1946,Yes,,Yes,Available
-119.507878,48.414021,17899,"OMAK, WA",1947,WM Supercenter,Retail,1,902 ENGH RD,OMAK,OKANOGAN,WA,98841-9473,5,Open,,Y,Y,1947,No,Not Available,Yes,Not Available
-80.549476,40.3903030000001,17900,"WEIRTON, WV",1948,WM Supercenter,Retail,1,400 THREE SPRINGS DR,WEIRTON,HANCOCK,WV,26062-4950,5,Open,,Y,Y,1948,Yes,,Yes,
-79.313292,42.4537120000001,17901,"FREDONIA, NY",1949,WM Supercenter,Retail,1,10401 BENNETT RD,FREDONIA,CHAUTAUQUA,NY,14063-1402,5,Open,,Y,Y,1949,No,,Yes,Available
-94.264923,39.329598,17902,EXCELSIOR SPRINGS MO,195,WM Supercenter,Retail,1,2203 PATSY LN,EXCELSIOR SPRINGS,CLAY,MO,64024-7303,5,Open,,Y,Y,195,No,Available,Yes,Available
-76.968785,36.265229,17903,"AHOSKIE, NC",1950,WM Supercenter,Retail,1,2150 US 13 SOUTH,AHOSKIE,HERTFORD,NC,27910-9481,5,Open,,Y,Y,1950,No,Available,Yes,Available
-116.939177,44.0273570000001,17904,"ONTARIO, OR",1951,WM Supercenter,Retail,1,1775 E IDAHO AVE,ONTARIO,MALHEUR,OR,97914-3009,5,Open,,Y,Y,1951,No,Not Available,Yes,Not Available
-93.265741,45.1210370000001,17905,"FRIDLEY, MN",1952,WM Supercenter,Retail,1,8450 UNIVERSITY AVE NE,FRIDLEY,ANOKA,MN,55432-1164,5,Open,,Y,Y,1952,No,,No,Available
-78.3206059999999,36.083241,17906,"LOUISBURG, NC",1953,WM Supercenter,Retail,1,705 RETAIL WAY,LOUISBURG,FRANKLIN,NC,27549-6476,5,Open,,Y,Y,1953,No,Not Available,Yes,Available
-70.6996569999999,43.4010930000001,17907,"SANFORD, ME",1954,WM Supercenter,Retail,1,1930 MAIN ST,SANFORD,YORK,ME,04073-4479,5,Open,,Y,Y,1954,No,,Yes,Available
-89.031824,42.3152620000001,17908,"ROCKFORD, IL",1955,WM Supercenter,Retail,1,3849 NORTHRIDGE DR,ROCKFORD,WINNEBAGO,IL,61114-4773,5,Open,,Y,Y,1955,Yes,Available,Yes,Available
-108.579541,45.7579950000001,17909,BILLINGS MT,1956,WM Supercenter,Retail,1,2525 KING AVE W,BILLINGS,YELLOWSTONE,MT,59102-6425,5,Open,,Y,Y,1956,No,Available,No,Available
-81.8032929999999,26.274505,17910,"NAPLES (NORTH), FL",1957,WM Supercenter,Retail,1,11225 TAMIAMI TRL N,NAPLES,COLLIER,FL,34110-1639,5,Open,,Y,Y,1957,Yes,Available,Yes,Available
-98.794913,26.3657180000001,17911,"RIO GRANDE CITY, TX",1958,WM Supercenter,Retail,1,4534 E US HIGHWAY 83,RIO GRANDE CITY,STARR,TX,78582-6308,5,Open,,Y,Y,1958,No,,Yes,
-74.378271,41.455314,17912,WALLKILL (MIDDLETOWN) NY,1959,WM Supercenter,Retail,1,470 ROUTE 211 E,MIDDLETOWN,ORANGE,NY,10940-2245,5,Open,,Y,Y,1959,Yes,Available,Yes,Available
-89.186967,37.7385170000001,17913,CARBONDALE IL,196,WM Supercenter,Retail,1,1450 E MAIN ST,CARBONDALE,JACKSON,IL,62901-3140,5,Open,,Y,Y,196,No,Not Available,No,Not Available
-82.502404,27.9573150000001,17914,"TAMPA, FL (S)",1960,WM Supercenter,Retail,1,1505 N DALE MABRY HWY,TAMPA,HILLSBOROUGH,FL,33607-2552,5,Open,,Y,Y,1960,No,Available,Yes,
-84.401131,38.9883760000001,17915,"ALEXANDRIA, KY",1961,WM Supercenter,Retail,1,6711 ALEXANDRIA PIKE,ALEXANDRIA,CAMPBELL,KY,41001-1025,5,Open,,Y,Y,1961,Yes,,No,
-86.103923,40.479321,17916,"KOKOMO, IN",1962,WM Supercenter,Retail,1,1920 E MARKLAND AVE,KOKOMO,HOWARD,IN,46901-6236,5,Open,,Y,Y,1962,No,Available,Yes,Available
-120.873024,37.5094270000001,17917,"TURLOCK, CA",1963,Wal-Mart,Retail,1,2111 FULKERTH RD,TURLOCK,STANISLAUS,CA,95380-9515,2,Open,,Y,Y,1963,No,Available,No,Available
-71.766603,41.3543060000001,17918,"WESTERLY, RI",1964,WM Supercenter,Retail,1,258 POST RD,WESTERLY,WASHINGTON,RI,02891-2630,5,Open,,Y,Y,1964,No,Not Available,No,Not Available
-95.843911,41.2273970000001,17919,"COUNCIL BLUFFS, IA",1965,WM Supercenter,Retail,1,3201 MANAWA CENTRE DR,COUNCIL BLUFFS,POTTAWATTAMIE,IA,51501-7672,5,Open,,Y,Y,1965,Yes,Available,Yes,Available
-77.788392,42.8025690000001,17920,GENESEO NY,1966,WM Supercenter,Retail,1,4235 VETERAN DR,GENESEO,LIVINGSTON,NY,14454-9433,5,Open,,Y,Y,1966,Yes,,Yes,
-72.5069159999999,42.136109,17921,"SPRINGFIELD, MA",1967,WM Supercenter,Retail,1,1105 BOSTON RD,SPRINGFIELD,HAMPDEN,MA,01119-1333,5,Open,,Y,Y,1967,No,,Yes,
-76.1775069999999,39.494982,17922,"ABERDEEN, MD",1968,WM Supercenter,Retail,1,645 S PHILADELPHIA BLVD,ABERDEEN,HARFORD,MD,21001-3613,5,Open,,Y,Y,1968,Yes,Available,Yes,Available
-77.629874,37.5040760000001,17923,"MIDLOTHIAN, VA",1969,WM Supercenter,Retail,1,900 WALMART WAY,MIDLOTHIAN,CHESTERFIELD,VA,23113-2600,5,Open,,Y,Y,1969,No,Not Available,Yes,Not Available
-90.641518,40.4610450000001,17924,MACOMB IL,197,WM Supercenter,Retail,1,1730 E JACKSON ST,MACOMB,MCDONOUGH,IL,61455-2531,5,Open,,Y,Y,197,No,,Yes,Available
-71.558791,42.3729970000001,17925,"HUDSON, MA",1970,WM Supercenter,Retail,1,280 WASHINGTON ST,HUDSON,MIDDLESEX,MA,01749-2735,5,Open,,Y,Y,1970,No,Available,No,Available
-92.5113909999999,44.077003,17926,"ROCHESTER, MN",1971,WM Supercenter,Retail,1,3400 55TH ST NW,ROCHESTER,OLMSTED,MN,55901-0123,5,Open,,Y,Y,1971,No,Available,No,Available
-121.768001,37.699303,17927,"LIVERMORE, CA EF",1972,Wal-Mart,Retail,1,2700 LAS POSITAS RD,LIVERMORE,ALAMEDA,CA,94551-9619,2,Open,,Y,Y,1972,Yes,,Yes,
-79.299923,42.0970110000001,17928,"JAMESTOWN (LAKEWOOD), NY",1973,WM Supercenter,Retail,1,350 E FAIRMOUNT AVE,LAKEWOOD,CHAUTAUQUA,NY,14750-2134,5,Open,,Y,Y,1973,Yes,,Yes,Available
-67.842505,46.1431010000001,17929,"HOULTON, ME",1974,Wal-Mart,Retail,1,17 LUDLOW RD,HOULTON,AROOSTOOK,ME,04730-3524,2,Open,,Y,Y,1974,No,,No,
-72.328966,43.378021,17930,"CLAREMONT, NH",1975,WM Supercenter,Retail,1,14 BOWEN ST,CLAREMONT,SULLIVAN,NH,03743-2329,5,Open,,Y,Y,1975,Yes,Available,Yes,Available
-76.854025,42.156823,17931,"BIG FLATS (ELMIRA), NY",1976,WM Supercenter,Retail,1,1400 COUNTY RD 64,HORSEHEADS,CHEMUNG,NY,14845-2297,5,Open,,Y,Y,1976,Yes,Available,Yes,Available
-74.124859,40.072734,17932,"BRICK (OCEAN), NJ",1977,WM Supercenter,Retail,1,1872 ROUTE 88,BRICK,OCEAN,NJ,08724-3535,5,Open,,Y,Y,1977,Yes,Available,Yes,Available
-86.330481,41.3645040000001,17933,"PLYMOUTH, IN",1978,WM Supercenter,Retail,1,2505 N OAK DR,PLYMOUTH,MARSHALL,IN,46563-3410,5,Open,,Y,Y,1978,No,,No,Available
-122.616359,38.9315990000001,17934,"CLEARLAKE, CA",1979,Wal-Mart,Retail,1,15960 DAM RD,CLEARLAKE,LAKE,CA,95422-7906,2,Open,,Y,Y,1979,Yes,,Yes,
-88.9813569999999,38.6257180000001,17935,SALEM IL,198,WM Supercenter,Retail,1,1870 W MAIN ST,SALEM,MARION,IL,62881-5838,5,Open,,Y,Y,198,No,,No,Available
-71.8892549999999,41.9233790000001,17936,"PUTNAM, CT",1980,WM Supercenter,Retail,1,625 SCHOOL ST,PUTNAM,WINDHAM,CT,06260-2424,5,Open,,Y,Y,1980,No,,Yes,
-76.502936,38.2930710000001,17937,"CALIFORNIA, MD",1981,WM Supercenter,Retail,1,45485 MIRAMAR WAY,CALIFORNIA,ST. MARY'S,MD,20619-3191,5,Open,,Y,Y,1981,No,,Yes,
-88.4801179999999,44.269081,17938,"APPLETON, WI",1982,WM Supercenter,Retail,1,955 MUTUAL WAY,APPLETON,OUTAGAMIE,WI,54913-8415,5,Open,,Y,Y,1982,No,Available,No,Available
-120.937391,37.6067660000001,17939,"CERES (MODESTO SE), CA",1983,Wal-Mart,Retail,1,1670 MITCHELL RD,CERES,STANISLAUS,CA,95307-2145,3,Open,,Y,Y,1983,No,,Yes,
-73.110629,42.6644170000001,17940,"NORTH ADAMS, MA",1984,WM Supercenter,Retail,1,1415 CURRAN MEMORIAL HWY,NORTH ADAMS,BERKSHIRE,MA,01247-3964,5,Open,,Y,Y,1984,No,,Yes,
-76.802477,39.0986750000001,17941,"LAUREL, MD",1985,WM Supercenter,Retail,1,3549 RUSSETT GRN,LAUREL,ANNE ARUNDEL,MD,20724-1810,5,Open,,Y,Y,1985,No,Available,No,Available
-82.617059,41.261711,17942,"NORWALK, OH",1986,WM Supercenter,Retail,1,340 WESTWIND DR,NORWALK,HURON,OH,44857-9104,5,Open,,Y,Y,1986,No,Not Available,Yes,Not Available
-83.299925,43.053792,17943,"LAPEER, MI",1987,WM Supercenter,Retail,1,555 E GENESEE ST,LAPEER,LAPEER,MI,48446-4611,5,Open,,Y,Y,1987,No,Not Available,No,Not Available
-121.289933,38.7880250000001,17944,"ROSEVILLE, CA",1988,WM Supercenter,Retail,1,900 PLEASANT GROVE BLVD,ROSEVILLE,PLACER,CA,95678-6126,5,Open,,Y,Y,1988,No,Available,Yes,Available
-120.465243,34.6629050000001,17945,"LOMPOC, CA",1989,WM Supercenter,Retail,1,701 W CENTRAL AVE,LOMPOC,SANTA BARBARA,CA,93436-2829,5,Open,,Y,Y,1989,No,Available,Yes,Available
-89.3980309999999,40.1542630000001,17946,LINCOLN IL,199,WM Supercenter,Retail,1,825 MALERICH DR,LINCOLN,LOGAN,IL,62656-9700,5,Open,,Y,Y,199,Yes,Available,Yes,Available
-83.073637,40.265998,17947,"DELAWARE, OH",1990,Wal-Mart,Retail,1,1760 COLUMBUS PIKE,DELAWARE,DELAWARE,OH,43015-2726,2,Open,,Y,Y,1990,No,,Yes,
-86.580047,39.141439,17948,"BLOOMINGTON, IN",1991,WM Supercenter,Retail,1,3313 W STATE RD 45,BLOOMINGTON,MONROE,IN,47403-5123,5,Open,,Y,Y,1991,No,,Yes,
-117.678367,34.105919,17949,"UPLAND, CA",1992,Wal-Mart,Retail,1,1540 W FOOTHILL BLVD,UPLAND,SAN BERNARDINO,CA,91786-3653,2,Open,,Y,Y,1992,No,,No,
-77.927723,43.1969770000001,17950,"BROCKPORT, NY",1993,WM Supercenter,Retail,1,6265 BROCKPORT SPENCERPORT RD,BROCKPORT,MONROE,NY,14420-2605,5,Open,,Y,Y,1993,No,Not Available,Yes,Not Available
-73.4868749999999,44.6922270000001,17951,"PLATTSBURGH, NY",1994,WM Supercenter,Retail,1,25 CONSUMER SQ,PLATTSBURGH,CLINTON,NY,12901-6508,5,Open,,Y,Y,1994,No,,No,
-112.463531,42.9099410000001,17952,"CHUBBUCK, ID",1995,WM Supercenter,Retail,1,4240 YELLOWSTONE AVE,CHUBBUCK,BANNOCK,ID,83202-2420,5,Open,,Y,Y,1995,Yes,Available,Yes,Available
-80.123891,25.9878410000001,17953,"HALLANDALE, FL",1996,WM Supercenter,Retail,1,2551 E HALLANDALE BEACH BLVD,HALLANDALE BEACH,BROWARD,FL,33009-4818,5,Open,,Y,Y,1996,No,,Yes,
-73.764381,42.746495,17954,"LATHAM (COLONIE), NY",1997,WM Supercenter,Retail,1,800 LOUDON ROAD,LATHAM,ALBANY,NY,12110-0000,5,Open,,Y,Y,1997,No,Available,Yes,Available
-87.719145,42.0128340000001,17955,CHICAGO SKOKIE TOUHY & ST LOUIS,1998,WM Supercenter,Retail,1,3626 TOUHY AVE,SKOKIE,COOK,IL,60076-0000,2,Open,,Y,Y,1998,No,Available,Yes,Not Available
-93.312491,45.2214660000001,17956,ANDOVER MN,1999,WM Supercenter,Retail,1,1851 BUNKER LAKE BLVD NW,ANDOVER,ANOKA,MN,55304-0000,2,Open,,Y,Y,1999,No,Available,Yes,Available
-93.139134,36.268968,17957,HARRISON AR,2,WM Supercenter,Retail,1,161 N WALMART DR,HARRISON,BOONE,AR,72601-1912,5,Open,,Y,Y,2,No,,No,Available
-93.7505849999999,38.3627720000001,17958,CLINTON MO,20,WM Supercenter,Retail,1,1712 E OHIO ST,CLINTON,HENRY,MO,64735-2402,5,Open,,Y,Y,20,No,,Yes,Available
-90.270787,39.7198710000001,17959,JACKSONVILLE IL,200,WM Supercenter,Retail,1,1941 W MORTON AVE,JACKSONVILLE,MORGAN,IL,62650-2620,5,Open,,Y,Y,200,No,,No,Available
-75.720405,36.096191,17960,"KITTY HAWK, NC",2000,WM Supercenter,Retail,1,5400 N CROATAN HWY STE 100,KITTY HAWK,DARE,NC,27949-3877,5,Open,,Y,Y,2000,No,,No,
-119.721718,36.738206,17961,"FRESNO, CA (SE)",2001,WM Supercenter,Retail,1,5125 EAST KINGS CANYON RD,FRESNO,FRESNO,CA,93727-3937,5,Open,,Y,Y,2001,No,Available,Yes,Available
-121.551263,37.008613,17962,"GILROY, CA",2002,WM Supercenter,Retail,1,7150 CAMINO ARROYO,GILROY,SANTA CLARA,CA,95020-7347,5,Open,,Y,Y,2002,No,Not Available,No,Not Available
-74.466537,40.461914,17963,"NORTH BRUNSWICK, NJ",2003,WM Supercenter,Retail,1,979 ROUTE #1 SOUTH,NORTH BRUNSWICK,MIDDLESEX,NJ,08902-0000,5,Open,,Y,Y,2003,Yes,Available,Yes,Available
-90.736286,42.4875460000001,17964,"DUBUQUE, IA",2004,WM Supercenter,Retail,1,4200 DODGE ST,DUBUQUE,DUBUQUE,IA,52003-2624,5,Open,,Y,Y,2004,No,Available,Yes,Available
-80.594714,35.462634,17965,"KANNAPOLIS, NC",2005,WM Supercenter,Retail,1,2420 SUPERCENTER DR NE,KANNAPOLIS,ROWAN,NC,28083-6426,5,Open,,Y,Y,2005,No,Not Available,Yes,Not Available
-117.049449,46.422871,17966,"CLARKSTON,WA",2006,WM Supercenter,Retail,1,306 5TH ST,CLARKSTON,ASOTIN,WA,99403-1860,5,Open,,Y,Y,2006,Yes,,Yes,Not Available
-119.274822,47.1412030000001,17967,"MOSES LAKE, WA",2007,WM Supercenter,Retail,1,1005 N STRATFORD RD,MOSES LAKE,GRANT,WA,98837-1574,5,Open,,Y,Y,2007,No,,Yes,Available
-80.114583,41.168143,17968,"GROVE CITY, PA",2008,Wal-Mart,Retail,1,1566 W MAIN STREET EXT,GROVE CITY,MERCER,PA,16127-4432,2,Open,,Y,Y,2008,No,,No,
-76.314835,39.462158,17969,ABINGDON (BEL AIR) MD,2009,Wal-Mart,Retail,1,401 CONSTANT FRIENDSHIP BLVD,ABINGDON,HARFORD,MD,21009-2566,2,Open,,Y,Y,2009,No,,Yes,
-89.923019,38.521964,17970,BELLEVILLE IL,201,WM Supercenter,Retail,1,2608 GREEN MOUNT COMMONS DR,BELLEVILLE,ST. CLAIR,IL,62221-6742,5,Open,,Y,Y,201,No,Available,No,Available
-86.246497,41.789497,17971,"NILES, MI",2010,WM Supercenter,Retail,1,2107 S 11TH ST,NILES,BERRIEN,MI,49120-4060,5,Open,,Y,Y,2010,No,Available,No,Available
-71.878742,42.1705830000001,17973,"OXFORD, MA",2012,WM Supercenter,Retail,1,742 MAIN ST,NORTH OXFORD,WORCESTER,MA,01537-1148,5,Open,,Y,Y,2012,Yes,Available,Yes,Not Available
-69.6445869999999,44.5681520000001,17974,"WATERVILLE, ME",2013,WM Supercenter,Retail,1,80 WATERVILLE COMMONS DR,WATERVILLE,KENNEBEC,ME,04901-4900,5,Open,,Y,Y,2013,No,,Yes,Available
-84.6796459999999,44.295983,17975,"HOUGHTON LAKE, MI",2014,WM Supercenter,Retail,1,2129 W HOUGHTON LAKE DR,HOUGHTON LAKE,ROSCOMMON,MI,48629-8236,5,Open,,Y,Y,2014,Yes,Available,Yes,Available
-77.396601,38.854254,17976,"FAIRFAX (W), VA",2015,WM Supercenter,Retail,1,13059 FAIR LAKES PARKWAY,FAIRFAX,FAIRFAX,VA,22033-0000,5,Open,,Y,Y,2015,No,Available,No,Available
-117.915156,48.553747,17977,"COLVILLE, WA",2016,WM Supercenter,Retail,1,810 NORTH HIGHWAY,COLVILLE,STEVENS,WA,99114-2028,5,Open,,Y,Y,2016,No,,Yes,Available
-79.7566859999999,39.9143510000001,17978,"UNIONTOWN, PA",2019,WM Supercenter,Retail,1,355 WALMART DR,UNIONTOWN,FAYETTE,PA,15401-8424,5,Open,,Y,Y,2019,No,,Yes,Available
-96.736053,33.1281240000001,17979,FRISCO CUSTER & 121 TX,202,WM Supercenter,Retail,1,16066 STATE HIGHWAY 121,FRISCO,COLLIN,TX,75035-0000,2,Open,,Y,Y,202,Yes,Available,Yes,Available
-87.1531459999999,40.923729,17980,"RENSSELAER, IN",2020,Wal-Mart,Retail,1,905 S COLLEGE AVE,RENSSELAER,JASPER,IN,47978-3006,2,Open,,Y,Y,2020,Yes,,Yes,
-71.032368,41.904432,17981,"RAYNHAM, MA",2021,WM Supercenter,Retail,1,36 PARAMOUNT DR,RAYNHAM,BRISTOL,MA,02767-1001,5,Open,,Y,Y,2021,Yes,Available,Yes,Available
-72.174027,41.740984,17982,"NORTH WINDHAM, CT",2022,WM Supercenter,Retail,1,474 BOSTON POST RD,NORTH WINDHAM,WINDHAM,CT,06256-1052,5,Open,,Y,Y,2022,No,,Yes,
-76.3900429999999,40.350044,17983,"LEBANON, PA",2023,WM Supercenter,Retail,1,1355 E LEHMAN ST,LEBANON,LEBANON,PA,17046-8337,5,Open,,Y,Y,2023,No,Available,No,Available
-75.947441,41.523981,17984,"TUNKHANNOCK, PA",2024,WM Supercenter,Retail,1,808 HUNTER HWY,TUNKHANNOCK,WYOMING,PA,18657-8071,5,Open,,Y,Y,2024,No,Available,No,Available
-121.471715,37.7516590000001,17985,"TRACY, CA",2025,WM Supercenter,Retail,1,3010 W GRANT LINE RD,TRACY,SAN JOAQUIN,CA,95304-9402,5,Open,,Y,Y,2025,No,Not Available,No,Not Available
-66.642578,17.9973600000001,17986,PONCE-PR,2026,WM Supercenter,Retail,1,3305 AVE.BARAMAYA SUITE 100,PONCE,PONCE,PR,00728-0000,5,Open,,Y,Y,2026,,,Yes,
-78.835052,39.6249030000001,17987,"LAVALE, MD",2027,WM Supercenter,Retail,1,12500 COUNTRY CLUB MALL RD,LAVALE,ALLEGANY,MD,21502-7553,5,Open,,Y,Y,2027,No,,Yes,Available
-117.455339,33.9370710000001,17988,"RIVERSIDE (S), CA",2028,WM Supercenter,Retail,1,5200 VAN BUREN BLVD,RIVERSIDE,RIVERSIDE,CA,92503-2544,5,Open,,Y,Y,2028,No,,Yes,
-93.0727429999999,39.767888,17990,BROOKFIELD MO,203,WM Supercenter,Retail,1,937 PARK CIRCLE DR,BROOKFIELD,LINN,MO,64628-7920,5,Open,,Y,Y,203,No,,Yes,
-120.365857,37.9716910000001,17991,"SONORA, CA",2030,WM Supercenter,Retail,1,1101 SANGUINETTI ROAD,SONORA,TUOLUMNE,CA,95370-6214,5,Open,,Y,Y,2030,No,,Yes,Available
